Movies	recommendation
Godfather, The (1972) , Hate (Haine, La) (1995) , Bottle Rocket (1996) , Trainspotting (1996)	"[""Schindler's List (1993)"", 'Ghost (1990)', 'Godfather: Part II, The (1974)', 'Inception (2010)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Sleepless in Seattle (1993)', 'Departed, The (2006)', 'Pretty Woman (1990)']"
Amistad (1997) , Twisted (1996) , Air Force One (1997) , Face/Off (1997)	['Speed (1994)', 'Mask, The (1994)', 'Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Net, The (1995)', 'Green Mile, The (1999)']
Good Will Hunting (1997) ,  Full Monty, The (1997)	['GoldenEye (1995)', 'Catch Me If You Can (2002)']
Dances with Wolves (1990) ,  Dead Poets Society (1989) ,  On Golden Pond (1981)	['Inception (2010)', 'Titanic (1997)']
Annie Hall (1977) , Four Weddings and a Funeral (1994) , Up Close and Personal (1996) , Twelve Monkeys (1995)	['Clerks (1994)', 'American Beauty (1999)', 'WALL·E (2008)', 'Batman Begins (2005)', 'Monty Python and the Holy Grail (1975)', 'Bourne Identity, The (2002)']
Pulp Fiction (1994) , Reservoir Dogs (1992) , Star Wars (1977) , Contact (1997)	"['American Pie (1999)', 'Kill Bill: Vol. 1 (2003)', 'Apocalypse Now (1979)', 'Clear and Present Danger (1994)', ""Ocean's Eleven (2001)"", 'Fight Club (1999)']"
English Patient, The (1996) , Everyone Says I Love You (1996) , Scream (1996) , Hugo Pool (1997)	['Ace Ventura: Pet Detective (1994)', 'Outbreak (1995)', 'Apocalypse Now (1979)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Donnie Darko (2001)']
As Good As It Gets (1997) ,  Contact (1997) ,  Pulp Fiction (1994)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Dead Poets Society (1989) , Die Hard (1988) , Philadelphia (1993) , Walk in the Clouds, A (1995)	['Crimson Tide (1995)', 'Inception (2010)', 'Outbreak (1995)', 'Die Hard: With a Vengeance (1995)', 'Catch Me If You Can (2002)', 'Memento (2000)', 'Aliens (1986)', 'Donnie Darko (2001)']
Toy Story (1995) ,  Magnificent Seven, The (1954) ,  Secrets & Lies (1996)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Amadeus (1984) , Bridge on the River Kwai, The (1957) , Treasure of the Sierra Madre, The (1948) , Great Escape, The (1963)	"[""Schindler's List (1993)"", 'Babe (1995)', 'Fugitive, The (1993)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Catch Me If You Can (2002)', 'Up (2009)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Dark Knight, The (2008)']"
Toy Story (1995) ,  Bullets Over Broadway (1994)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Empire Strikes Back, The (1980) , Mr. Smith Goes to Washington (1939) , Princess Bride, The (1987) , Happy Gilmore (1996)	['Truman Show, The (1998)', 'Speed (1994)', 'Babe (1995)', 'Twister (1996)', 'Up (2009)', 'Finding Nemo (2003)']
Return of the Jedi (1983) ,  Grosse Pointe Blank (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
L.A. Confidential (1997) , Titanic (1997) , Good Will Hunting (1997) , Evita (1996)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'GoldenEye (1995)', 'Dances with Wolves (1990)', 'Catch Me If You Can (2002)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Home Alone (1990)', 'Star Trek: Generations (1994)']"
Much Ado About Nothing (1993) , Sting, The (1973) , Butch Cassidy and the Sundance Kid (1969) , Contact (1997)	"['American Pie (1999)', 'WALL·E (2008)', 'Harry Potter and the Chamber of Secrets (2002)', ""Ferris Bueller's Day Off (1986)"", 'Clear and Present Danger (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Star Wars (1977) , L.A. Confidential (1997) , Scream (1996) , Rear Window (1954)	"['Beautiful Mind, A (2001)', 'Inception (2010)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Outbreak (1995)', 'Catch Me If You Can (2002)', 'Interview with the Vampire: The Vampire Chronicles (1994)']"
Star Wars (1977) , It Happened One Night (1934) , Graduate, The (1967) , 39 Steps, The (1935)	"['Aladdin (1992)', 'Stargate (1994)', 'Shining, The (1980)', 'True Lies (1994)', 'Sleepless in Seattle (1993)', ""Ferris Bueller's Day Off (1986)""]"
Titanic (1997) ,  Full Monty, The (1997) ,  English Patient, The (1996)	['Dances with Wolves (1990)', 'Star Trek: Generations (1994)']
M*A*S*H (1970) , Streetcar Named Desire, A (1951) , Killing Fields, The (1984) , To Kill a Mockingbird (1962)	['Ghost (1990)', 'Apollo 13 (1995)', 'Clueless (1995)', 'WALL·E (2008)', 'Catch Me If You Can (2002)', 'Clear and Present Danger (1994)']
Dead Poets Society (1989) ,  Natural Born Killers (1994)	['Catch Me If You Can (2002)', 'Donnie Darko (2001)']
Toy Story (1995) , Dave (1993) , Up Close and Personal (1996) , Donnie Brasco (1997)	['Eternal Sunshine of the Spotless Mind (2004)', 'Die Hard: With a Vengeance (1995)', 'Incredibles, The (2004)', 'WALL·E (2008)', 'Departed, The (2006)', 'Clear and Present Danger (1994)', 'Bourne Identity, The (2002)', 'Finding Nemo (2003)']
Until the End of the World (Bis ans Ende der Welt) (1991) , Babe (1995) , Breaking the Waves (1996) , Wings of Desire (1987)	"['E.T. the Extra-Terrestrial (1982)', 'Speed (1994)', 'Back to the Future (1985)', 'Lord of the Rings: The Return of the King, The (2003)', 'Independence Day (a.k.a. ID4) (1996)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Midnight in the Garden of Good and Evil (1997) , Braveheart (1995) , Titanic (1997) , Contact (1997)	"['American Pie (1999)', 'Trainspotting (1996)', 'Dances with Wolves (1990)', ""Ocean's Eleven (2001)"", 'Batman Begins (2005)', 'Clear and Present Danger (1994)', 'Star Trek: Generations (1994)']"
She's the One (1996) , English Patient, The (1996) , Liar Liar (1997) , Seven Years in Tibet (1997)	['American Pie (1999)', 'Ace Ventura: Pet Detective (1994)', 'Seven (a.k.a. Se7en) (1995)', 'Aladdin (1992)', 'Apocalypse Now (1979)', 'Stargate (1994)', 'True Lies (1994)', 'Net, The (1995)']
Empire Strikes Back, The (1980) ,  C'est arrivé près de chez vous (1992)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Titanic (1997) , Fast, Cheap & Out of Control (1997) , Good Will Hunting (1997) , Welcome To Sarajevo (1997)	['American History X (1998)', 'GoldenEye (1995)', 'Dances with Wolves (1990)', 'Catch Me If You Can (2002)', 'Star Trek: Generations (1994)']
As Good As It Gets (1997) , Empire Strikes Back, The (1980) , Starship Troopers (1997) , Wallace & Gromit: The Best of Aardman Animation (1996)	['Up (2009)', 'Heat (1995)', 'GoldenEye (1995)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)']
Mission: Impossible (1996) ,  Twister (1996)	['American Pie (1999)', 'Fugitive, The (1993)']
Birds, The (1963) , North by Northwest (1959) , Great Race, The (1965) , Princess Bride, The (1987)	"['Truman Show, The (1998)', 'Big Lebowski, The (1998)', 'Godfather: Part II, The (1974)', ""Ferris Bueller's Day Off (1986)"", 'Godfather, The (1972)', 'Heat (1995)', 'Net, The (1995)', 'Finding Nemo (2003)']"
Manchurian Candidate, The (1962) , Arsenic and Old Lace (1944) , Singin' in the Rain (1952) , Rear Window (1954)	['Beautiful Mind, A (2001)', 'Inception (2010)', 'Babe (1995)', 'Die Hard: With a Vengeance (1995)', 'WALL·E (2008)', 'Departed, The (2006)', 'Donnie Darko (2001)']
Seven (Se7en) (1995) , English Patient, The (1996) , Blues Brothers, The (1980) , Alien (1979)	['Ace Ventura: Pet Detective (1994)', 'Outbreak (1995)', 'Apocalypse Now (1979)', 'Full Metal Jacket (1987)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Aliens (1986)']
Strange Days (1995) , Empire Strikes Back, The (1980) , Aliens (1986) , Silence of the Lambs, The (1991)	['Alien (1979)', 'Crimson Tide (1995)', 'Aladdin (1992)', 'Reservoir Dogs (1992)', 'Memento (2000)', 'Aliens (1986)']
Celluloid Closet, The (1995) ,  Cold Comfort Farm (1995)	['Usual Suspects, The (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)']
Graduate, The (1967) , Mr. Smith Goes to Washington (1939) , Manhattan Murder Mystery (1993) , Streetcar Named Desire, A (1951)	"['Babe (1995)', 'Aladdin (1992)', 'Minority Report (2002)', 'WALL·E (2008)', 'Up (2009)', 'Catch Me If You Can (2002)', ""Ferris Bueller's Day Off (1986)"", 'Green Mile, The (1999)']"
Titanic (1997) , Star Trek: First Contact (1996) , Star Trek: The Wrath of Khan (1982) , Contact (1997)	['American Pie (1999)', 'Dances with Wolves (1990)', 'Men in Black (a.k.a. MIB) (1997)', 'Up (2009)', 'Clear and Present Danger (1994)', 'Star Trek: Generations (1994)']
Seven (Se7en) (1995) , Saint, The (1997) , Empire Strikes Back, The (1980) , Ghost in the Shell (Kokaku kidotai) (1995)	['Jumanji (1995)', 'Sleepless in Seattle (1993)']
Antonia's Line (1995) , Contact (1997) , Angels and Insects (1995) , Full Monty, The (1997)	['American Pie (1999)', 'Taxi Driver (1976)', 'Apocalypse Now (1979)', 'Harry Potter and the Chamber of Secrets (2002)', 'Memento (2000)', 'Clear and Present Danger (1994)']
Toy Story (1995) ,  Braveheart (1995) ,  E.T. the Extra-Terrestrial (1982)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Emma (1996) , Mr. Holland's Opus (1995) , Matilda (1996) , Star Wars (1977)	['Cliffhanger (1993)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Forrest Gump (1994)', 'Catch Me If You Can (2002)', 'Heat (1995)', 'X-Men (2000)']
Amadeus (1984) , Room with a View, A (1986) , Taxi Driver (1976) , This Is Spinal Tap (1984)	"['2001: A Space Odyssey (1968)', 'Blade Runner (1982)', 'Stargate (1994)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Departed, The (2006)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Donnie Darko (2001)']"
Chasing Amy (1997) ,  Fearless (1993)	['Up (2009)', 'Crimson Tide (1995)']
Men in Black (1997) , Big Lebowski, The (1998) , Schindler's List (1993) , Annie Hall (1977)	['Saving Private Ryan (1998)', 'Full Metal Jacket (1987)', 'Godfather, The (1972)', 'Monty Python and the Holy Grail (1975)', 'Groundhog Day (1993)', 'American Beauty (1999)']
Mystery Science Theater 3000: The Movie (1996) , Star Trek: The Wrath of Khan (1982) , Star Trek IV: The Voyage Home (1986) , Star Wars (1977)	['Up (2009)', 'Truman Show, The (1998)', 'GoldenEye (1995)', 'Spider-Man (2002)']
Silence of the Lambs, The (1991) ,  Shawshank Redemption, The (1994)	['Memento (2000)', 'Aliens (1986)']
Pulp Fiction (1994) ,  Silence of the Lambs, The (1991) ,  Happy Gilmore (1996)	['Kill Bill: Vol. 1 (2003)', 'Fight Club (1999)']
Reservoir Dogs (1992) ,  Seven (Se7en) (1995)	"[""Ocean's Eleven (2001)"", 'Apocalypse Now (1979)']"
Empire Strikes Back, The (1980) , Usual Suspects, The (1995) , Star Wars (1977) , One Flew Over the Cuckoo's Nest (1975)	"['Clockwork Orange, A (1971)', 'Saving Private Ryan (1998)', ""Ocean's Eleven (2001)"", 'Interview with the Vampire: The Vampire Chronicles (1994)']"
Graduate, The (1967) ,  Usual Suspects, The (1995)	"[""Ferris Bueller's Day Off (1986)"", 'Aladdin (1992)']"
Full Monty, The (1997) ,  Kolya (1996)	['Apocalypse Now (1979)', 'Harry Potter and the Chamber of Secrets (2002)']
Star Wars (1977) ,  Air Force One (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Big Lebowski, The (1998) ,  Boogie Nights (1997)	['Full Metal Jacket (1987)', 'Groundhog Day (1993)']
Terminator 2: Judgment Day (1991) ,  Annie Hall (1977) ,  Hoop Dreams (1994)	['Trainspotting (1996)', 'Terminator, The (1984)']
Sense and Sensibility (1995) ,  Fargo (1996)	"[""Ocean's Eleven (2001)"", 'Eternal Sunshine of the Spotless Mind (2004)']"
Mr. Smith Goes to Washington (1939) , Braveheart (1995) , Princess Bride, The (1987) , Maverick (1994)	"['Truman Show, The (1998)', 'Babe (1995)', ""Ferris Bueller's Day Off (1986)"", ""Ocean's Eleven (2001)"", 'Batman Begins (2005)', 'Catch Me If You Can (2002)', 'Up (2009)', 'Finding Nemo (2003)']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) ,  Thin Man, The (1934)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Fargo (1996) ,  L.A. Confidential (1997) ,  Godfather, The (1972)	['Apocalypse Now (1979)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Star Wars (1977) , Swingers (1996) , Mystery Science Theater 3000: The Movie (1996) , Godfather, The (1972)	"[""Schindler's List (1993)"", 'Crimson Tide (1995)', 'Godfather: Part II, The (1974)', 'GoldenEye (1995)', 'Spider-Man (2002)', 'WALL·E (2008)']"
Sneakers (1992) , Clerks (1994) , Mystery Science Theater 3000: The Movie (1996) , Akira (1988)	"['Inception (2010)', 'Four Weddings and a Funeral (1994)', 'GoldenEye (1995)', 'Spider-Man (2002)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', ""Ocean's Eleven (2001)"", 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Bourne Identity, The (2002)']"
Breakfast at Tiffany's (1961) , Sling Blade (1996) , Dead Poets Society (1989) , Good Will Hunting (1997)	['Crimson Tide (1995)', 'Cliffhanger (1993)', 'Aladdin (1992)', 'GoldenEye (1995)', 'Catch Me If You Can (2002)', 'Memento (2000)', 'Donnie Darko (2001)']
Fugitive, The (1993) , Murder in the First (1995) , Die Hard 2 (1990) , Die xue shuang xiong (Killer, The) (1989)	['Mission: Impossible (1996)', 'Die Hard: With a Vengeance (1995)', 'Departed, The (2006)', 'Die Hard (1988)', 'American Beauty (1999)', 'Good Will Hunting (1997)']
Cop Land (1997) , Apt Pupil (1998) , Lost Highway (1997) , Gattaca (1997)	"['Batman Forever (1995)', 'American History X (1998)', 'Beauty and the Beast (1991)', 'Full Metal Jacket (1987)', ""There's Something About Mary (1998)"", 'Harry Potter and the Chamber of Secrets (2002)', ""Ferris Bueller's Day Off (1986)"", 'Monty Python and the Holy Grail (1975)']"
Get on the Bus (1996) , People vs. Larry Flynt, The (1996) , Blue in the Face (1995) , Trainspotting (1996)	['Truman Show, The (1998)', 'Fugitive, The (1993)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Shining, The (1980)', 'Departed, The (2006)', 'Good Will Hunting (1997)']
Apocalypse Now (1979) ,  Air Force One (1997) ,  Deconstructing Harry (1997)	['Fargo (1996)', 'Reservoir Dogs (1992)']
Devil's Advocate, The (1997) , Chasing Amy (1997) , Kiss the Girls (1997) , Starship Troopers (1997)	['Crimson Tide (1995)', 'Austin Powers: The Spy Who Shagged Me (1999)', 'GoldenEye (1995)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Up (2009)', 'Heat (1995)']
Crumb (1994) , Shining, The (1980) , Paths of Glory (1957) , Taxi Driver (1976)	"['Mask, The (1994)', '2001: A Space Odyssey (1968)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Dances with Wolves (1990)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Waterworld (1995)', 'Departed, The (2006)', 'Bourne Identity, The (2002)']"
Air Force One (1997) , Contact (1997) , Amistad (1997) , Rainmaker, The (1997)	['American Pie (1999)', 'Cliffhanger (1993)', 'Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Clear and Present Danger (1994)', 'Net, The (1995)', 'Green Mile, The (1999)']
Boot, Das (1981) , Godfather: Part II, The (1974) , Magnificent Seven, The (1954) , Lawrence of Arabia (1962)	['Godfather, The (1972)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Right Stuff, The (1983) ,  Hunt for Red October, The (1990) ,  Deer Hunter, The (1978)	"['American Pie (1999)', ""Ferris Bueller's Day Off (1986)""]"
Mr. Smith Goes to Washington (1939) ,  Back to the Future (1985)	['Up (2009)', 'Babe (1995)']
Contact (1997) ,  G.I. Jane (1997) ,  Fire Down Below (1997)	['American Pie (1999)', 'Clear and Present Danger (1994)']
Chasing Amy (1997) , Dead Man Walking (1995) , Swingers (1996) , Trainspotting (1996)	['Crimson Tide (1995)', 'Cliffhanger (1993)', 'Memento (2000)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'WALL·E (2008)', 'Departed, The (2006)', 'Up (2009)']
Delicatessen (1991) , Jackie Brown (1997) , Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) , Pulp Fiction (1994)	"['E.T. the Extra-Terrestrial (1982)', 'Kill Bill: Vol. 1 (2003)', 'Fight Club (1999)', ""Ocean's Eleven (2001)"", 'Clear and Present Danger (1994)']"
Toy Story (1995) ,  Blade Runner (1982)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
One Flew Over the Cuckoo's Nest (1975) ,  Raising Arizona (1987)	['Clockwork Orange, A (1971)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Vanya on 42nd Street (1994) ,  Reservoir Dogs (1992)	['Shawshank Redemption, The (1994)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Toy Story (1995) ,  To Catch a Thief (1955)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Butch Cassidy and the Sundance Kid (1969) , Star Wars (1977) , Blade Runner (1982) , Spitfire Grill, The (1996)	['American Pie (1999)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Full Metal Jacket (1987)', 'WALL·E (2008)', 'Princess Bride, The (1987)', 'Terminator, The (1984)']
Toy Story (1995) ,  Reservoir Dogs (1992) ,  Strange Days (1995)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Toy Story (1995) ,  Gone with the Wind (1939) ,  Indiana Jones and the Last Crusade (1989)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Godfather, The (1972) ,  Heavy Metal (1981)	"['Godfather: Part II, The (1974)', ""Schindler's List (1993)""]"
Chasing Amy (1997) ,  Much Ado About Nothing (1993)	['Up (2009)', 'Crimson Tide (1995)']
Groundhog Day (1993) ,  Glory (1989)	['Aliens (1986)', 'Big Lebowski, The (1998)']
Sabrina (1954) ,  Romy and Michele's High School Reunion (1997)	"['Inception (2010)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Terminator 2: Judgment Day (1991) ,  Star Wars (1977) ,  Close Shave, A (1995)	['Trainspotting (1996)', 'Terminator, The (1984)']
Return of the Jedi (1983) ,  Forrest Gump (1994)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Dante's Peak (1997) , Postman, The (1997) , Desperate Measures (1998) , L.A. Confidential (1997)	"['Batman Forever (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Shining, The (1980)', 'Die Hard: With a Vengeance (1995)', 'Catch Me If You Can (2002)', 'Clear and Present Danger (1994)', 'Net, The (1995)', 'Star Trek: Generations (1994)']"
George of the Jungle (1997) , Titanic (1997) , Seven Years in Tibet (1997) , Braveheart (1995)	"['Stargate (1994)', 'Dances with Wolves (1990)', 'True Lies (1994)', ""Ocean's Eleven (2001)"", 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Batman Begins (2005)', 'Star Trek: Generations (1994)']"
Amistad (1997) ,  Mr. Holland's Opus (1995)	['Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Big Night (1996) , Boot, Das (1981) , Wings of the Dove, The (1997) , Leaving Las Vegas (1995)	"['Willy Wonka & the Chocolate Factory (1971)', 'Four Weddings and a Funeral (1994)', ""Ocean's Eleven (2001)"", 'Up (2009)', 'Monty Python and the Holy Grail (1975)', 'Dark Knight, The (2008)']"
Schindler's List (1993) ,  Willy Wonka and the Chocolate Factory (1971) ,  Princess Bride, The (1987)	['Godfather, The (1972)', 'Saving Private Ryan (1998)']
To Kill a Mockingbird (1962) ,  Cinderella (1950)	['Ghost (1990)', 'Clueless (1995)']
Enchanted April (1991) ,  Waiting for Guffman (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Chasing Amy (1997) , Titanic (1997) , Air Force One (1997) , Scream (1996)	['Crimson Tide (1995)', 'Star Trek: Generations (1994)', 'Dances with Wolves (1990)', 'Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Up (2009)', 'Net, The (1995)', 'Green Mile, The (1999)']
Die Hard (1988) , Raiders of the Lost Ark (1981) , True Lies (1994) , Braveheart (1995)	"['Crimson Tide (1995)', 'Inception (2010)', 'Outbreak (1995)', 'Jumanji (1995)', ""Ocean's Eleven (2001)"", 'Batman Begins (2005)']"
In the Company of Men (1997) , Lawrence of Arabia (1962) , Godfather, The (1972) , Misérables, Les (1995)	"[""Schindler's List (1993)"", 'Godfather: Part II, The (1974)', 'WALL·E (2008)', 'Catch Me If You Can (2002)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Departed, The (2006)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Donnie Darko (2001)']"
Face/Off (1997) ,  Time to Kill, A (1996)	['Mask, The (1994)', 'Speed (1994)']
Return of the Jedi (1983) ,  Swingers (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Die Hard 2 (1990) ,  Stargate (1994)	['Die Hard: With a Vengeance (1995)', 'Departed, The (2006)']
Men in Black (1997) , Demolition Man (1993) , Return of the Jedi (1983) , Fargo (1996)	['Firm, The (1993)', 'Apocalypse Now (1979)', 'Independence Day (a.k.a. ID4) (1996)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Hoop Dreams (1994) ,  Cyrano de Bergerac (1990)	['Memento (2000)', 'Eternal Sunshine of the Spotless Mind (2004)']
Toy Story (1995) ,  Mr. Holland's Opus (1995)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Psycho (1960) , Parent Trap, The (1961) , To Kill a Mockingbird (1962) , Graduate, The (1967)	"['Ghost (1990)', 'Clueless (1995)', 'Inception (2010)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Aladdin (1992)', 'Die Hard: With a Vengeance (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Ferris Bueller's Day Off (1986)""]"
Batman Returns (1992) ,  Star Trek: First Contact (1996) ,  Batman (1989)	['Good Will Hunting (1997)', 'Finding Nemo (2003)']
Toy Story (1995) , One Flew Over the Cuckoo's Nest (1975) , Boot, Das (1981) , Manhattan (1979)	['Clockwork Orange, A (1971)', 'Jumanji (1995)', 'Incredibles, The (2004)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Finding Nemo (2003)']
Toy Story (1995) ,  Godfather, The (1972) ,  Star Wars (1977)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Benny & Joon (1993) , Angels and Insects (1995) , Indiana Jones and the Last Crusade (1989) , Wizard of Oz, The (1939)	['Ghost (1990)', 'Indiana Jones and the Temple of Doom (1984)', 'Taxi Driver (1976)', 'Jumanji (1995)', 'Memento (2000)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Monsters, Inc. (2001)', 'Green Mile, The (1999)']
Forrest Gump (1994) , Reservoir Dogs (1992) , Beavis and Butt-head Do America (1996) , To Kill a Mockingbird (1962)	"['Ghost (1990)', 'Clueless (1995)', 'Aladdin (1992)', 'Apocalypse Now (1979)', ""Ocean's Eleven (2001)"", 'Good Will Hunting (1997)']"
Jean de Florette (1986) , Devil's Advocate, The (1997) , Face/Off (1997) , Chasing Amy (1997)	['Speed (1994)', 'Mask, The (1994)', 'Crimson Tide (1995)', 'Lord of the Rings: The Two Towers, The (2002)', 'Braveheart (1995)', 'Up (2009)']
Toy Story (1995) , Star Trek: The Wrath of Khan (1982) , Shawshank Redemption, The (1994) , Casablanca (1942)	"[""Schindler's List (1993)"", 'Four Weddings and a Funeral (1994)', 'Incredibles, The (2004)', ""Ferris Bueller's Day Off (1986)"", 'Dark Knight, The (2008)', 'Finding Nemo (2003)']"
Star Wars (1977) , Black Sheep (1996) , Contact (1997) , Dunston Checks In (1996)	['American Pie (1999)', 'Ace Ventura: Pet Detective (1994)', 'American History X (1998)', 'Clear and Present Danger (1994)', 'Dark Knight, The (2008)']
Contact (1997) ,  Edge, The (1997)	['American Pie (1999)', 'Clear and Present Danger (1994)']
First Wives Club, The (1996) , Nell (1994) , Schindler's List (1993) , Man Without a Face, The (1993)	['Kill Bill: Vol. 1 (2003)', 'Saving Private Ryan (1998)', 'Stargate (1994)', 'Kill Bill: Vol. 2 (2004)', 'WALL·E (2008)', 'Godfather, The (1972)', 'Sixth Sense, The (1999)', 'Dark Knight, The (2008)']
Sliding Doors (1998) , Forrest Gump (1994) , Dances with Wolves (1990) , Terminator 2: Judgment Day (1991)	"[""Schindler's List (1993)"", 'Trainspotting (1996)', 'Gladiator (2000)', 'Inception (2010)', 'Aladdin (1992)', 'Titanic (1997)', 'Terminator, The (1984)', 'Good Will Hunting (1997)']"
Titanic (1997) , Full Monty, The (1997) , Seven Years in Tibet (1997) , English Patient, The (1996)	['Ace Ventura: Pet Detective (1994)', 'Stargate (1994)', 'Apocalypse Now (1979)', 'Dances with Wolves (1990)', 'True Lies (1994)', 'Harry Potter and the Chamber of Secrets (2002)', 'Star Trek: Generations (1994)']
Pulp Fiction (1994) , Kaspar Hauser (1993) , North by Northwest (1959) , Terminator, The (1984)	"['Kill Bill: Vol. 1 (2003)', 'Blade Runner (1982)', 'Terminator 2: Judgment Day (1991)', ""Ferris Bueller's Day Off (1986)"", 'Fight Club (1999)', 'Net, The (1995)']"
